breathe	breathes	breathing	breathed
popularize	popularizes	popularizing	popularized
popularise	popularises	popularising	popularised
recommend	recommends	recommending	recommended
ruin	ruins	ruining	ruined
solemnize	solemnizes	solemnizing	solemnized
solemnise	solemnises	solemnising	solemnised
subordinate	subordinates	subordinating	subordinated
transaminate	transaminates	transaminating	transaminated
unsanctify	unsanctifies	unsanctifying	unsanctified
vesiculate	vesiculates	vesiculating	vesiculated
visualize	visualizes	visualizing	visualized
visualise	visualises	visualising	visualised
undulate	undulates	undulating	undulated
supple	supples	suppling	suppled
professionalize	professionalizes	professionalizing	professionalized
professionalise	professionalises	professionalising	professionalised
weaponize	weaponizes	weaponizing	weaponized
deflagrate	deflagrates	deflagrating	deflagrated
diazotize	diazotizes	diazotizing	diazotized
hay	hays	haying	hayed
lignify	lignifies	lignifying	lignified
mineralize	mineralizes	mineralizing	mineralized
ozonize	ozonizes	ozonizing	ozonized
ozonise	ozonises	ozonising	ozonised
slag	slags	slagging	slagged
sulfate	sulfates	sulfating	sulfated
cutinize	cutinizes	cutinizing	cutinized
duplex	duplexes	duplexing	duplexed
eroticize	eroticizes	eroticizing	eroticized
piggyback	piggybacks	piggybacking	piggybacked
repress	represses	repressing	repressed
downsize	downsizes	downsizing	downsized
subtract	subtracts	subtracting	subtracted
shear	shears	shearing	sheared	shorn
port	ports	porting	ported
lifehack	lifehacks	lifehacking	lifehacked
grok	groks	grokking	grokked
comprehend	comprehends	comprehending	comprehended
savvy	savvies	savvying	savvied
dig	digs	digging	dug
grasp	grasps	grasping	grasped
compass	compasses	compassing	compassed
apprehend	apprehends	apprehending	apprehended
understand	understands	understanding	understood
sense	senses	sensing	sensed
smell	smells	smelling	smelt	smelled
figure	figures	figuring	figured
intuit	intuits	intuiting	intuited
realize	realizes	realizing	realized
realise	realises	realising	realised
see	sees	seeing	saw	seen
perceive	perceives	perceiving	perceived
click	clicks	clicking	clicked
penetrate	penetrates	penetrating	penetrated
resonate	resonates	resonating	resonated
acknowledge	acknowledges	acknowledging	acknowledged
recognize	recognizes	recognizing	recognized
recognise	recognises	recognising	recognised
know	knows	knowing	knew	known
attorn	attorns	attorning	attorned
infer	infers	inferring	inferred
extrapolate	extrapolates	extrapolating	extrapolated
read	reads	reading	read
interpret	interprets	interpreting	interpreted
sympathize	sympathizes	sympathizing	sympathized
sympathise	sympathises	sympathising	sympathised
empathize	empathizes	empathizing	empathized
empathise	empathises	empathising	empathised
cognize	cognizes	cognizing	cognized
cognise	cognises	cognising	cognised
ignore	ignores	ignoring	ignored
live	lives	living	lived
taste	tastes	tasting	tasted
relive	relives	reliving	relived
master	masters	mastering	mastered
control	controls	controlling	controlled
learn	learns	learning	learnt
larn	larns	larning	larned
relearn	relearns	relearning	relearned
unlearn	unlearns	unlearning	unlearnt
hear	hears	hearing	heard
discover	discovers	discovering	discovered
study	studies	studying	studied
audit	audits	auditing	audited
engross	engrosses	engrossing	engrossed
occupy	occupies	occupying	occupied
consume	consumes	consuming	consumed
immerse	immerses	immersing	immersed
engulf	engulfs	engulfing	engulfed
welter	welters	weltering	weltered
swallow	swallows	swallowing	swallowed
espouse	espouses	espousing	espoused
embrace	embraces	embracing	embraced
ingest	ingests	ingesting	ingested
imbibe	imbibes	imbibing	imbibed
apprentice	apprentices	apprenticing	apprenticed
retrain	retrains	retraining	retrained
educate	educates	educating	educated
drill	drills	drilling	drilled
housebreak	housebreaks	housebreaking	housebreaked
house-train	house-trains	house-training	house-trained
roughhouse	roughhouses	roughhousing	roughhoused
toilet-train	toilet-trains	toilet-training	toilet-trained
memorize	memorizes	memorizing	memorized
memorise	memorises	memorising	memorised
con	cons	conning	conned
understudy	understudies	understudying	understudied
indoctrinate	indoctrinates	indoctrinating	indoctrinated
brainwash	brainwashes	brainwashing	brainwashed
drum	drums	drumming	drummed
swot	swots	swotting	swotted
practice	practices	practicing	practiced
practise	practises	practising	practised
inculcate	inculcates	inculcating	inculcated
din	dins	dinning	dinned
major	majors	majoring	majored
remember	remembers	remembering	remembered
retrieve	retrieves	retrieving	retrieved
recall	recalls	recalling	recalled
recollect	recollects	recollecting	recollected
forget	forgets	forgetting	forgot	forgotten
mind	minds	minding	minded
retain	retains	retaining	retained
bury	buries	burying	buried
remind	reminds	reminding	reminded
nag	nags	nagging	nagged
reminisce	reminisces	reminiscing	reminisced
commemorate	commemorates	commemorating	commemorated
memorialize	memorializes	memorializing	memorialized
memorialise	memorialises	memorialising	memorialised
record	records	recording	recorded
monumentalize	monumentalizes	monumentalizing	monumentalized
monumentalise	monumentalises	monumentalising	monumentalised
jilt	jilts	jilting	jilted
abandon	abandons	abandoning	abandoned
forsake	forsakes	forsaking	forsook	forsaken
desert	deserts	deserting	deserted
expose	exposes	exposing	exposed
neglect	neglects	neglecting	neglected
pretermit	pretermits	pretermitting	pretermitted
omit	omits	omitting	omitted
miss	misses	missing	missed
overlook	overlooks	overlooking	overlooked
overleap	overleaps	overleaping	overleapt
elide	elides	eliding	elided
exclude	excludes	excluding	excluded
except	excepts	excepting	excepted
skip	skips	skipping	skipped
disregard	disregards	disregarding	disregarded
slight	slights	slighting	slighted
cold-shoulder	cold-shoulders	cold-shoulderring	cold-shoulderred
misremember	misremembers	misrememberring	misrememberred
err	errs	erring	erred
mistake	mistakes	mistaking	mistook	mistaken
stumble	stumbles	stumbling	stumbled
misidentify	misidentifies	misidentifying	misidentified
identify	identifies	identifying	identified
type	types	typing	typed
typecast	typecasts	typecasting	typecast
place	places	placing	placed
date	dates	dating	dated
misdate	misdates	misdating	misdated
confuse	confuses	confusing	confused
confound	confounds	confounding	confounded
misconstrue	misconstrues	misconstruing	misconstrued
misinterpret	misinterprets	misinterpreting	misinterpreted
misconceive	misconceives	misconceiving	misconceived
misunderstand	misunderstands	misunderstanding	misunderstood
misapprehend	misapprehends	misapprehending	misapprehended
muddle	muddles	muddling	muddled
obnubilate	obnubilates	obnubilating	obnubilated
enlighten	enlightens	enlightening	enlightened
elucidate	elucidates	elucidating	elucidated
throw	throws	throwing	threw	thrown
befuddle	befuddles	befuddling	befuddled
fuddle	fuddles	fuddling	fuddled
bedevil	bedevils	bedevilling	bedevilled
discombobulate	discombobulates	discombobulating	discombobulated
demoralize	demoralizes	demoralizing	demoralized
vex	vexes	vexing	vexed
stick	sticks	sticking	stuck
puzzle	puzzles	puzzling	puzzled
pose	poses	posing	posed
bewilder	bewilders	bewildering	bewildered
flummox	flummoxes	flummoxing	flummoxed
nonplus	nonplusses	nonplussing	nonplussed
gravel	gravels	gravelling	gravelled
amaze	amazes	amazing	amazed
dumbfound	dumbfounds	dumbfounding	dumbfounded
riddle	riddles	riddling	riddled
construe	construes	construing	construed
literalize	literalizes	literalizing	literalized
literalise	literalises	literalising	literalised
reinterpret	reinterprets	reinterpretting	reinterpretted
misread	misreads	misreading	misread
idealize	idealizes	idealizing	idealized
idealise	idealises	idealising	idealised
anagram	anagrams	anagramming	anagrammed
anagrammatize	anagrammatizes	anagrammatizing	anagrammatized
anagrammatise	anagrammatises	anagrammatising	anagrammatised
reread	rereads	rereading	reread
empanel	empanels	empanelling	empanelled
impanel	impanels	impanelling	impanelled
panel	panels	panelling	panelled
decipher	deciphers	deciphering	deciphered
trace	traces	tracing	traced
numerate	numerates	numerating	numerated
dictate	dictates	dictating	dictated
scry	scries	scrying	scried
scan	scans	scanning	scanned
skim	skims	skimming	skimmed
lipread	lipreads	lipreading	lipread
lip-read	lip-reads	lip-reading	lip-readed
speech-read	speech-reads	speech-reading	speech-readed
copyread	copyreads	copyreading	copyread
subedit	subedits	subediting	subedited
copyedit	copyedits	copyediting	copyedited
proofread	proofreads	proofreading	proofread
cogitate	cogitates	cogitating	cogitated
cerebrate	cerebrates	cerebrating	cerebrated
philosophize	philosophizes	philosophizing	philosophized
philosophise	philosophises	philosophising	philosophised
brainstorm	brainstorms	brainstorming	brainstormed
meditate	meditates	meditating	meditated
ponder	ponders	pondering	pondered
excogitate	excogitates	excogitating	excogitated
contemplate	contemplates	contemplating	contemplated
muse	muses	musing	mused
reflect	reflects	reflecting	reflected
mull	mulls	mulling	mulled
ruminate	ruminates	ruminating	ruminated
speculate	speculates	speculating	speculated
premeditate	premeditates	premeditating	premeditated
theologize	theologizes	theologizing	theologized
theologise	theologises	theologising	theologised
introspect	introspects	introspecting	introspected
opine	opines	opining	opined
suppose	supposes	supposing	supposed
imagine	imagines	imagining	imagined
reckon	reckons	reckoning	reckoned
guess	guesses	guessing	guessed
reason	reasons	reasoning	reasoned
theorize	theorizes	theorizing	theorized
ratiocinate	ratiocinates	ratiocinating	ratiocinated
theorise	theorises	theorising	theorised
conjecture	conjectures	conjecturing	conjectured
hypothesize	hypothesizes	hypothesizing	hypothesized
hypothesise	hypothesises	hypothesising	hypothesised
hypothecate	hypothecates	hypothecating	hypothecated
construct	constructs	constructing	constructed
retrace	retraces	retracing	retraced
etymologize	etymologizes	etymologizing	etymologized
etymologise	etymologises	etymologising	etymologised
conclude	concludes	concluding	concluded
solve	solves	solving	solved
lick	licks	licking	licked
answer	answers	answering	answered
cinch	cinches	cinching	cinched
induce	induces	inducing	induced
deduce	deduces	deducing	deduced
deduct	deducts	deducting	deducted
establish	establishes	establishing	established
base	bases	basing	based
grind	grinds	grinding	ground	grinded
find	finds	finding	found
calculate	calculates	calculating	calculated
cipher	ciphers	ciphering	ciphered
cypher	cyphers	cyphering	cyphered
compute	computes	computing	computed
quantize	quantizes	quantizing	quantized
quantise	quantises	quantising	quantised
prorate	prorates	prorating	prorated
miscalculate	miscalculates	miscalculating	miscalculated
misestimate	misestimates	misestimating	misestimated
recalculate	recalculates	recalculating	recalculated
average	averages	averaging	averaged
cube	cubes	cubing	cubed
factor	factors	factoring	factored
foot	foots	footing	footed
divide	divides	dividing	divided
fraction	fractions	fractioning	fractioned
halve	halves	halving	halved
quarter	quarters	quartering	quartered
analyze	analyzes	analyzing	analyzed
analyse	analyses	analysing	analysed
psychoanalyze	psychoanalyzes	psychoanalyzing	psychoanalyzed
psychoanalyse	psychoanalyses	psychoanalysing	psychoanalysed
dissect	dissects	dissecting	dissected
parse	parses	parsing	parsed
synthesize	synthesizes	synthesizing	synthesized
synthesise	synthesises	synthesising	synthesised
examine	examines	examining	examined
canvass	canvasses	canvassing	canvassed
canva	canvas	canvaing	canvaed
anatomize	anatomizes	anatomizing	anatomized
botanize	botanizes	botanizing	botanized
botanise	botanises	botanising	botanised
diagnose	diagnoses	diagnosing	diagnosed
name	names	naming	named
explore	explores	exploring	explored
survey	surveys	surveying	surveyed
appraise	appraises	appraising	appraised
triangulate	triangulates	triangulating	triangulated
mensurate	mensurates	mensurating	mensurated
caliper	calipers	caliperring	caliperred
calliper	callipers	callipering	callipered
prospect	prospects	prospecting	prospected
research	researches	researching	researched
search	searches	searching	searched
google	googles	googling	googled
mapquest	mapquests	mapquesting	mapquested
re-explore	re-explores	re-exploring	re-explored
pioneer	pioneers	pioneering	pioneered
cave	caves	caving	caved
spelunk	spelunks	spelunking	spelunked
discriminate	discriminates	discriminating	discriminated
distinguish	distinguishes	distinguishing	distinguished
secern	secerns	secerning	secerned
secernate	secernates	secernating	secernated
severalize	severalizes	severalizing	severalized
severalise	severalises	severalising	severalised
tell	tells	telling	told
label	labels	labelling	labelled
bristle	bristles	bristling	bristled
sex	sexes	sexing	sexed
describe	describes	describing	described
catalogue	catalogues	cataloguing	catalogued
catalog	catalogs	catalogging	catalogged
compare	compares	comparing	compared
analogize	analogizes	analogizing	analogized
analogise	analogises	analogising	analogised
syllogize	syllogizes	syllogizing	syllogized
syllogise	syllogises	syllogising	syllogised
liken	likens	likening	likened
reconsider	reconsiders	reconsidering	reconsidered
classify	classifies	classifying	classified
class	classes	classing	classed
sort	sorts	sorting	sorted
assort	assorts	assorting	assorted
refer	refers	referring	referred
reclassify	reclassifies	reclassifying	reclassified
dichotomize	dichotomizes	dichotomizing	dichotomized
